date,t2m_max,t2m_min,t2m_mean,app_tmax,app_tmin,precip_mm,rain_mm,snow_mm,sun_h,wind10_max,gust10_max,winddir,sw_rad,et0,soil_t0_7,soil_m0_7,latitude,longitude,elevation_m,ndvi
2023-06-08,27.2,17.3,22.1,28.2,18.1,0.0,0.0,0.0,42846.52,21.9,41.8,124,22.83,4.86,22.5,0.262,43.6045,1.444,135.0,0.65
2023-06-09,25.1,17.4,21.0,28.2,18.8,15.6,15.6,0.0,34377.15,21.3,36.7,147,17.93,3.6,22.2,0.293,43.6045,1.444,135.0,0.65
2023-06-10,27.3,15.1,21.1,29.9,16.2,0.3,0.3,0.0,50204.12,11.9,24.8,291,26.98,5.18,21.9,0.342,43.6045,1.444,135.0,0.65
2023-06-11,27.2,17.8,21.1,30.1,19.3,2.6,2.6,0.0,40693.95,19.9,38.9,292,20.51,3.81,22.5,0.301,43.6045,1.444,135.0,0.65
2023-06-12,24.5,16.0,20.0,28.1,17.0,0.7,0.7,0.0,31030.57,10.5,22.0,276,18.31,3.4,21.6,0.335,43.6045,1.444,135.0,0.65
2023-06-13,25.0,16.2,19.7,27.4,17.5,17.5,17.5,0.0,28809.84,15.0,29.9,292,19.13,3.6,21.0,0.355,43.6045,1.444,135.0,0.65
2023-06-14,24.7,16.8,20.0,25.2,16.6,12.6,12.6,0.0,33585.52,27.0,49.7,278,18.88,3.63,20.3,0.411,43.6045,1.444,135.0,0.65
2023-06-15,24.5,14.8,19.4,24.3,14.4,0.6,0.6,0.0,28967.17,19.8,36.0,293,18.31,3.6,20.4,0.385,43.6045,1.444,135.0,0.65
2023-06-16,27.8,16.2,22.0,30.5,16.8,0.0,0.0,0.0,50058.77,9.0,16.9,346,27.81,5.3,21.9,0.361,43.6045,1.444,135.0,0.65
2023-06-17,30.9,16.2,23.7,32.9,17.0,0.0,0.0,0.0,44695.91,9.3,20.9,112,27.6,5.78,23.1,0.333,43.6045,1.444,135.0,0.65
2023-06-18,28.9,17.5,22.9,30.7,18.5,23.6,23.6,0.0,35607.56,19.7,37.1,126,22.3,4.6,22.8,0.334,43.6045,1.444,135.0,0.65
2023-06-19,26.6,18.3,21.9,26.9,18.3,1.2,1.2,0.0,38616.26,29.5,53.6,132,19.2,4.25,22.1,0.382,43.6045,1.444,135.0,0.65
2023-06-20,27.7,20.1,23.3,29.6,18.4,8.0,8.0,0.0,38098.76,29.6,51.1,135,20.05,4.44,23.1,0.369,43.6045,1.444,135.0,0.65
2023-06-21,26.1,19.1,22.4,29.7,19.8,7.7,7.7,0.0,9197.13,23.2,41.4,343,12.29,2.51,22.6,0.401,43.6045,1.444,135.0,0.65
2023-06-22,24.4,18.8,21.2,24.0,20.3,12.6,12.6,0.0,49019.88,22.1,41.4,282,17.82,3.48,22.0,0.407,43.6045,1.444,135.0,0.65
2023-06-23,26.5,16.3,21.3,29.1,17.4,0.2,0.2,0.0,39821.23,12.6,24.5,298,22.8,4.42,22.2,0.374,43.6045,1.444,135.0,0.65
2023-06-24,28.9,15.8,22.8,31.2,16.3,0.0,0.0,0.0,50400.0,8.0,18.4,340,29.7,5.69,23.0,0.345,43.6045,1.444,135.0,0.65
2023-06-25,30.1,15.7,23.6,33.0,15.8,0.0,0.0,0.0,50436.46,20.1,33.8,272,29.2,6.16,23.6,0.315,43.6045,1.444,135.0,0.65
2023-06-26,25.1,19.1,21.9,25.8,20.0,0.0,0.0,0.0,31044.22,19.6,35.3,297,16.71,3.63,23.4,0.298,43.6045,1.444,135.0,0.65
2023-06-27,26.7,16.9,22.1,27.6,17.9,0.0,0.0,0.0,50400.0,14.0,28.4,299,28.58,5.63,23.5,0.281,43.6045,1.444,135.0,0.65
2023-06-28,27.5,16.4,22.4,28.6,16.6,0.0,0.0,0.0,50400.0,12.8,28.4,294,29.11,5.86,23.6,0.258,43.6045,1.444,135.0,0.65
2023-06-29,25.3,16.8,21.3,26.9,17.0,1.3,1.3,0.0,38611.91,18.4,35.6,279,21.7,4.54,23.0,0.243,43.6045,1.444,135.0,0.65
2023-06-30,22.2,16.1,19.2,20.3,15.6,5.2,5.2,0.0,37704.5,25.3,47.9,282,19.5,4.0,20.6,0.353,43.6045,1.444,135.0,0.65
2023-07-01,23.0,17.3,19.6,21.3,16.1,1.0,1.0,0.0,10506.78,27.6,50.8,276,11.39,3.03,20.4,0.323,43.6045,1.444,135.0,0.65
2023-07-02,24.2,17.7,20.7,24.4,17.6,2.9,2.9,0.0,36126.01,19.0,37.4,289,18.77,3.69,21.3,0.315,43.6045,1.444,135.0,0.65
2023-07-03,25.0,14.6,20.2,26.2,14.6,0.0,0.0,0.0,50400.0,13.3,24.5,317,26.27,4.93,22.1,0.297,43.6045,1.444,135.0,0.65
2023-07-04,26.0,15.0,20.9,28.4,15.3,1.1,1.1,0.0,47779.85,14.8,28.4,302,23.3,4.48,22.4,0.275,43.6045,1.444,135.0,0.65
2023-07-05,25.7,16.3,21.0,25.2,16.6,0.0,0.0,0.0,43224.91,15.3,25.9,283,19.44,4.1,22.4,0.262,43.6045,1.444,135.0,0.65
2023-07-06,29.5,17.3,23.0,32.2,18.6,0.0,0.0,0.0,43200.0,11.8,23.0,43,24.51,5.11,23.9,0.241,43.6045,1.444,135.0,0.65
2023-07-07,31.2,19.3,24.5,32.1,18.9,0.7,0.7,0.0,39600.0,31.2,56.2,130,24.93,6.5,24.7,0.219,43.6045,1.444,135.0,0.65
2023-07-08,32.6,19.9,26.0,36.3,19.1,0.1,0.1,0.0,50400.0,18.9,31.7,125,27.31,6.41,25.6,0.208,43.6045,1.444,135.0,0.65
2023-07-09,30.2,21.4,25.8,33.1,21.5,0.0,0.0,0.0,50400.0,16.3,31.0,230,22.9,5.5,26.6,0.196,43.6045,1.444,135.0,0.65
2023-07-10,33.3,20.4,27.0,38.1,21.7,0.0,0.0,0.0,50400.0,10.8,18.7,305,27.95,6.09,28.2,0.187,43.6045,1.444,135.0,0.65
2023-07-11,33.1,21.7,27.4,37.9,24.8,3.1,3.1,0.0,50319.65,22.4,45.0,247,25.95,6.05,28.3,0.185,43.6045,1.444,135.0,0.65
2023-07-12,26.6,20.0,23.3,26.1,21.1,0.3,0.3,0.0,35666.2,20.4,39.2,307,16.01,4.11,25.7,0.184,43.6045,1.444,135.0,0.65
2023-07-13,25.4,17.7,21.6,24.8,16.9,0.0,0.0,0.0,50400.0,17.3,36.4,318,24.63,5.24,24.8,0.176,43.6045,1.444,135.0,0.65
2023-07-14,33.9,14.5,24.3,34.1,13.9,0.0,0.0,0.0,50400.0,22.7,39.6,127,28.03,7.05,24.7,0.17,43.6045,1.444,135.0,0.65
2023-07-15,28.5,20.5,23.4,30.4,20.3,0.5,0.5,0.0,37984.87,27.2,53.3,262,17.94,4.41,26.2,0.165,43.6045,1.444,135.0,0.65
2023-07-16,27.6,17.9,22.6,29.0,18.3,0.0,0.0,0.0,46356.02,11.5,25.2,330,26.97,5.6,25.5,0.164,43.6045,1.444,135.0,0.65
2023-07-17,30.8,17.5,24.4,33.0,17.8,0.0,0.0,0.0,50400.0,11.7,22.0,333,27.78,5.99,26.6,0.156,43.6045,1.444,135.0,0.65
2023-07-18,36.7,20.7,28.3,39.7,22.3,0.1,0.1,0.0,45392.28,27.1,53.6,232,26.93,7.26,28.7,0.153,43.6045,1.444,135.0,0.65
2023-07-19,30.2,19.7,23.9,30.7,19.1,0.0,0.0,0.0,50303.28,21.1,42.5,298,26.78,6.2,27.1,0.156,43.6045,1.444,135.0,0.65
2023-07-20,28.9,16.6,23.3,30.8,17.1,0.0,0.0,0.0,50207.13,18.8,34.2,303,27.43,6.07,26.3,0.159,43.6045,1.444,135.0,0.65
2023-07-21,25.8,16.4,21.6,23.9,16.1,0.3,0.3,0.0,43512.49,18.2,36.7,300,18.69,4.63,24.8,0.157,43.6045,1.444,135.0,0.65
2023-07-22,27.7,16.7,22.4,28.7,16.4,0.0,0.0,0.0,50005.49,11.9,27.4,307,26.7,5.48,25.1,0.161,43.6045,1.444,135.0,0.65
2023-07-23,33.4,17.2,24.9,36.4,17.6,0.0,0.0,0.0,49900.28,13.4,25.9,62,26.28,5.63,26.5,0.159,43.6045,1.444,135.0,0.65
2023-07-24,24.7,20.2,22.3,27.0,19.0,0.1,0.1,0.0,5392.84,21.0,36.7,287,10.58,3.06,25.1,0.161,43.6045,1.444,135.0,0.65
